percent,state,county
6.8,24,035
14.4,24,037
44.4,24,017
27.4,24,019
10.5,24,043
25.9,24,045
6.7,24,015
14.0,24,011
22.4,25,025
3.0,25,001
3.9,25,007
5.3,25,017
2.9,25,003
4.1,25,005
8.8,25,013
9.4,25,023
4.0,25,009
1.5,25,011
6.8,25,021
2.8,25,015
7.0,25,019
2.4,26,115
1.5,26,005
0.8,26,059
7.5,26,003
1.1,26,127
0.4,26,089
0.6,26,035
1.5,26,083
2.6,26,073
1.5,26,139
1.2,26,157
0.5,26,007
4.6,26,067
1.4,26,111
14.7,26,021
0.6,26,135
0.6,26,039
1.7,26,037
5.6,26,057
0.4,26,063
2.7,26,091
1.0,26,105
2.2,26,117
2.2,26,149
2.1,26,147
11.8,26,161
0.6,26,011
5.0,26,027
0.5,26,071
0.2,26,143
38.9,26,163
2.3,26,023
8.0,26,075
2.8,26,097
0.4,26,009
0.8,26,061
0.7,26,069
8.0,26,085
0.3,26,119
0.6,26,141
10.9,26,077
2.9,26,107
1.7,26,103
1.4,26,123
1.1,26,133
0.5,26,137
10.6,26,025
0.9,26,031
7.6,26,095
9.7,26,081
11.4,26,099
18.7,26,145
0.6,26,155
10.1,26,013
1.7,26,017
0.5,26,029
6.6,26,045
0.3,26,041
4.5,26,053
0.7,26,047
27.7,05,147
0.6,05,023
11.2,05,025
12.4,05,067
30.5,05,057
0.7,05,135
0.1,05,137
3.6,05,143
0.2,05,005
25.7,05,003
13.8,05,031
1.6,05,055
36.6,05,073
1.9,05,105
62.6,05,107
4.8,05,111
5.1,05,133
2.5,05,149
21.6,05,013
24.0,05,019
29.0,05,011
40.0,05,095
0.5,05,113
41.1,05,103
0.0,05,101
22.2,05,081
1.2,05,015
24.8,05,091
2.4,06,033
0.9,06,043
3.2,06,115
8.6,06,013
8.8,06,035
1.9,06,083
1.6,06,097
2.5,06,025
0.7,06,051
10.8,06,001
9.9,06,067
2.0,06,055
2.6,06,053
0.2,06,091
5.0,06,073
2.7,06,113
1.2,06,023
0.8,06,003
0.6,06,045
0.9,06,087
8.2,06,037
6.4,06,065
2.5,06,085
2.2,06,041
1.5,06,093
1.2,06,089
2.9,06,015
0.9,06,021
1.5,06,007
1.0,06,063
1.9,06,079
5.5,06,029
1.7,06,059
0.7,06,009
2.1,06,101
2.3,06,081
1.7,06,109
7.1,06,077
2.1,06,005
0.3,08,095
1.9,08,007
9.4,08,031
1.2,08,061
0.6,08,055
1.0,08,009
1.9,08,015
0.3,08,047
2.6,08,063
0.4,08,045
0.6,08,051
1.2,08,059
2.2,08,079
0.0,08,091
0.4,08,103
1.3,08,115
0.4,08,021
0.5,08,023
3.3,08,001
1.0,08,037
0.1,08,065
1.1,08,081
1.7,08,097
0.1,08,017
3.7,08,025
0.0,08,033
0.0,08,057
1.0,08,069
0.2,08,083
0.2,08,113
0.9,08,013
0.9,08,071
2.4,08,125
0.8,08,107
0.9,08,117
1.1,08,019
1.0,08,029
2.1,08,101
3.4,08,087
0.3,08,093
0.7,08,077
1.1,08,099
6.3,08,041
1.4,08,121
10.7,08,005
1.2,08,014
13.2,09,009
13.6,09,003
2.3,09,015
5.3,09,007
3.1,09,013
25.0,10,003
12.3,10,005
46.9,11,001
9.8,12,091
22.1,12,123
15.5,12,133
29.6,12,031
19.8,12,007
10.1,12,009
10.3,12,019
16.1,12,067
10.5,12,069
6.1,12,089
10.3,12,103
15.2,12,105
20.1,12,111
13.9,12,043
11.5,12,051
9.0,12,061
27.1,12,063
18.6,12,099
5.4,12,109
11.7,12,117
17.7,12,086
11.0,12,005
10.6,12,035
13.8,12,037
34.5,12,047
15.0,12,077
7.5,12,119
55.8,12,039
6.8,12,059
8.6,12,071
12.6,12,083
7.0,12,021
21.0,12,095
5.6,12,101
9.2,12,055
13.2,12,121
12.1,12,027
12.5,12,013
17.7,12,023
8.3,12,029
16.1,12,107
21.9,12,125
8.7,12,081
8.7,12,075
13.7,12,003
10.8,12,127
31.0,12,073
38.7,12,079
21.9,12,033
5.1,12,053
61.0,13,037
60.6,13,193
54.1,13,021
30.4,13,197
29.9,13,249
28.1,13,023
49.1,13,093
9.5,13,119
13.6,13,103
29.1,13,171
34.2,13,107
52.4,13,239
20.9,13,159
33.5,13,167
41.1,13,179
46.6,13,205
33.1,13,253
30.1,13,277
42.4,13,289
12.2,13,233
57.8,13,263
38.4,13,269
59.5,13,273
36.4,13,275
25.8,13,279
39.3,13,319
36.6,13,017
48.6,13,033
2.3,13,047
21.0,13,053
10.1,13,055
16.7,13,073
41.6,13,087
14.3,13,115
3.3,13,117
3.1,13,137
36.4,13,185
38.7,13,199
23.3,13,207
52.6,13,261
65.2,13,265
38.8,13,007
28.9,13,035
23.8,13,043
19.0,13,045
24.1,13,079
43.7,13,081
17.6,13,077
27.4,13,067
0.6,13,083
17.0,13,297
34.3,13,027
28.1,13,091
30.7,13,105
21.8,13,113
33.5,13,165
44.0,13,217
1.3,13,227
23.0,13,071
1.0,13,085
69.2,13,063
7.4,13,139
72.4,13,141
40.4,13,189
23.4,13,211
9.3,13,149
69.0,13,095
0.3,13,111
30.5,13,153
37.2,13,175
33.5,13,255
41.7,13,271
0.6,13,291
53.0,13,303
1.4,13,311
18.9,13,223
10.0,13,231
56.5,13,245
29.2,13,267
11.9,13,019
4.1,13,295
27.2,13,135
11.5,13,013
25.9,13,049
27.6,13,065
10.7,13,015
46.2,13,097
28.7,13,131
16.4,13,161
26.3,13,209
17.7,13,221
62.2,13,243
53.3,13,247
29.8,13,299
19.9,13,305
42.6,13,309
35.3,13,315
42.1,13,009
28.2,13,031
27.6,13,059
3.6,13,101
26.1,13,127
4.7,13,143
54.0,13,163
24.8,13,169
1.1,13,213
45.8,13,215
2.4,13,241
54.1,13,259
27.2,13,283
29.8,13,155
18.0,13,003
15.3,13,005
3.5,13,025
0.2,16,087
0.2,16,031
0.0,16,045
0.1,16,085
0.3,16,003
0.3,16,069
0.4,16,055
0.2,16,061
0.7,16,083
0.4,16,073
0.2,16,015
0.2,16,023
0.0,16,029
1.4,16,001
0.7,16,005
0.3,16,011
0.0,16,025
0.3,16,027
0.1,16,051
1.0,16,057
0.3,16,075
0.1,16,009
0.6,16,033
2.6,16,039
0.3,16,043
0.4,16,079
0.2,16,049
0.7,15,001
0.6,15,009
0.7,15,007
2.7,15,005
0.5,17,083
0.6,17,155
0.5,17,039
4.8,17,051
5.1,17,103
6.3,17,107
0.9,17,117
0.9,17,159
2.8,17,165
0.8,17,189
5.0,17,135
1.7,17,195
4.1,17,001
3.5,17,027
7.7,17,037
0.7,17,047
1.0,17,079
8.4,17,081
11.2,17,197
4.2,17,199
0.5,17,041
3.7,17,057
1.5,17,061
2.8,17,069
1.7,17,073
9.0,17,095
6.7,17,097
6.2,17,127
0.2,17,171
4.7,17,017
2.5,17,099
0.8,17,067
1.5,17,063
15.1,17,091
4.8,17,043
12.8,17,167
0.5,17,129
23.6,17,031
1.0,17,141
6.9,17,137
9.8,17,177
0.7,17,193
0.6,17,203
0.1,17,071
1.5,17,111
8.4,17,113
9.0,17,145
1.5,17,149
10.1,17,161
30.1,17,163
0.8,17,185
0.3,17,013
0.1,17,035
0.5,17,085
5.5,17,089
8.9,17,101
20.4,17,009
0.4,17,123
1.0,17,075
1.3,17,021
0.5,17,025
0.2,17,059
14.9,17,077
0.2,17,133
17.6,17,143
1.4,17,181
12.9,17,201
0.5,17,147
30.0,17,153
7.3,17,169
0.7,17,175
0.3,17,045
6.2,17,005
2.2,17,007
0.9,17,011
1.1,17,015
3.7,17,029
5.8,17,033
3.0,18,105
0.4,18,045
5.3,18,039
0.3,18,025
1.2,18,017
27.7,18,097
0.8,18,021
6.6,18,063
0.1,18,047
7.6,18,053
1.1,18,071
7.2,18,067
0.8,18,119
0.7,18,135
0.4,18,183
1.0,18,013
1.1,18,023
0.1,18,161
1.8,18,027
0.9,18,029
2.9,18,083
0.4,18,093
3.0,18,123
0.5,18,131
2.0,18,129
0.6,18,171
1.4,18,165
11.4,18,003
0.6,18,031
5.4,18,043
1.1,18,079
2.5,18,081
0.3,18,109
2.0,18,051
1.3,18,117
0.7,18,085
1.0,18,099
9.4,18,163
0.1,18,009
0.3,18,143
0.8,18,061
11.1,18,091
1.0,18,169
0.8,18,073
0.8,18,101
3.7,18,127
1.1,18,145
0.5,18,137
0.7,18,147
4.0,18,153
0.2,18,159
5.1,18,157
6.5,18,167
1.7,18,173
3.7,18,057
0.3,18,033
0.1,18,087
2.0,18,005
1.6,18,139
1.6,18,011
1.0,18,049
24.0,18,089
0.8,18,107
0.5,18,113
1.1,18,001
2.5,18,041
0.3,19,055
1.0,19,185
5.3,19,113
7.5,19,163
1.1,19,141
0.6,19,011
3.4,19,061
1.4,19,079
0.6,19,151
0.5,19,175
0.7,19,177
0.1,19,159
0.4,19,001
0.4,19,009
0.1,19,039
0.1,19,051
0.1,19,093
0.4,19,107
0.1,19,135
3.2,19,179
0.4,19,167
1.2,19,025
0.7,19,031
1.7,19,033
0.4,19,073
1.3,19,083
0.2,19,117
1.3,19,189
2.3,19,147
0.6,19,007
0.9,19,095
1.9,19,099
0.9,19,191
1.9,19,157
1.0,19,127
0.5,19,015
1.0,19,017
0.3,19,089
1.8,19,063
0.6,19,081
0.2,19,121
0.6,19,125
0.7,19,197
5.9,39,097
3.1,39,119
5.9,27,037
3.5,27,083
0.5,27,129
0.5,27,031
0.6,27,093
1.2,27,113
0.8,27,167
3.1,27,027
0.5,27,045
2.0,27,119
0.9,27,135
0.9,27,165
0.0,27,011
0.4,27,021
1.1,27,049
0.1,27,063
4.7,27,105
2.2,27,141
1.7,27,019
0.5,27,061
11.8,27,123
1.3,27,169
38.1,28,089
32.2,28,091
9.2,48,449
9.9,48,291
1.3,48,497
0.6,48,249
0.0,48,127
20.6,48,157
3.5,48,235
2.5,48,097
6.3,48,115
12.6,48,051
33.8,48,245
4.9,48,359
3.4,48,141
2.7,48,443
0.5,48,463
0.9,48,009
0.5,48,215
0.6,48,425
3.3,48,207
0.2,48,333
19.7,48,351
0.5,49,045
0.8,49,043
0.1,49,031
0.0,49,001
0.9,49,039
0.6,49,049
0.6,50,011
0.6,50,003
1.0,50,009
6.0,51,530
77.2,51,730
4.6,51,600
13.9,51,683
41.6,51,800
22.8,51,041
21.9,51,093
58.9,51,620
18.7,51,540
29.5,51,087
16.7,51,101
14.8,51,109
32.0,51,147
27.6,51,159
16.1,51,177
4.8,51,043
35.6,51,117
4.2,51,015
0.7,51,051
7.5,51,107
5.7,51,161
14.7,51,570
1.8,51,021
34.2,51,029
13.2,51,580
19.0,51,810
9.2,51,640
26.2,51,193
4.6,51,155
49.2,51,590
17.8,51,009
1.8,51,017
40.9,51,700
28.5,51,680
47.3,51,690
38.8,51,057
11.7,51,790
9.8,51,750
0.2,51,045
2.2,51,071
4.8,51,157
0.1,54,085
0.4,54,043
1.2,54,079
0.9,54,005
1.0,54,051
0.5,54,093
0.1,54,087
1.3,54,107
0.4,54,053
0.2,54,073
6.4,54,037
1.7,54,045
0.8,53,031
0.3,53,049
0.9,53,059
1.1,53,009
0.2,53,039
0.4,53,017
6.7,53,053
1.8,53,071
2.9,53,061
3.1,53,067
1.7,53,011
0.8,53,001
0.8,53,057
0.7,53,043
0.5,55,119
0.8,55,099
26.4,55,079
0.7,55,033
0.5,55,045
0.4,55,115
0.5,55,078
0.6,55,011
1.5,55,063
0.9,55,035
0.4,55,095
1.6,55,133
0.4,55,125
2.3,55,057
1.2,55,131
5.2,55,025
1.4,55,039
0.4,55,091
0.7,55,097
0.1,56,023
2.5,56,021
8.7,72,075
35.2,72,133
13.9,72,057
12.2,72,063
38.1,72,087
3.7,72,005
1.1,72,083
2.8,72,149
22.1,72,031
6.5,72,047
5.4,72,113
10.8,72,137
2.8,72,003
9.0,72,041
10.1,72,089
16.9,72,129
1.0,72,039
2.0,72,073
13.0,72,119
5.1,72,145
1.9,72,059
1.4,72,079
3.7,01,093
42.7,01,073
4.4,01,059
4.9,01,019
70.5,01,047
82.6,01,087
12.0,01,117
9.5,01,003
26.9,01,069
31.6,01,125
14.8,01,027
38.0,01,109
34.2,01,037
58.8,01,065
31.9,01,053
45.2,01,013
69.4,01,105
47.7,01,035
22.3,01,007
39.4,01,017
11.9,01,057
1.5,01,009
19.1,01,001
9.5,01,061
0.3,02,261
3.2,02,105
0.1,02,275
3.5,04,019
0.6,04,007
3.7,04,003
0.7,04,001
0.6,04,025
0.9,04,017
36.5,05,119
0.6,05,021
41.6,05,039
1.1,05,121
0.4,05,009
1.9,05,063
3.0,05,053
11.4,05,045
0.9,05,089
0.7,05,129
1.6,05,033
12.0,05,059
0.5,05,087
20.6,05,061
35.2,05,093
32.6,05,139
1.2,39,055
4.1,39,085
7.9,39,023
0.1,39,075
0.3,39,111
3.4,39,165
0.8,39,005
4.8,40,133
4.1,40,011
0.1,40,029
1.1,40,073
1.5,40,095
2.5,40,105
1.1,40,131
3.3,40,003
4.6,40,027
3.9,40,005
0.2,40,043
8.6,40,083
2.6,40,147
0.8,40,061
8.5,40,111
1.3,40,067
2.4,40,049
2.1,40,123
6.0,40,063
16.9,40,031
0.9,40,117
0.4,41,019
1.1,41,053
0.6,41,017
0.9,41,071
0.8,41,035
1.0,41,003
0.4,41,013
0.5,41,025
0.2,41,063
0.0,41,069
0.8,41,011
0.5,41,027
5.4,41,051
3.8,42,055
0.5,42,009
2.6,42,111
5.8,42,133
0.4,42,015
5.9,42,029
2.3,42,063
3.1,42,125
6.2,42,103
7.0,42,077
1.1,42,031
2.8,42,033
4.8,42,081
0.5,42,123
0.5,42,047
5.7,42,085
3.1,42,113
1.7,44,003
1.4,44,009
75.7,45,005
36.9,45,023
56.8,45,067
7.1,45,073
27.3,45,019
50.6,45,069
20.0,45,021
43.1,45,053
65.6,45,061
20.4,45,083
18.1,45,013
25.2,45,081
0.0,46,067
0.1,46,017
0.1,46,041
0.3,46,065
0.0,46,111
0.1,46,059
1.6,46,135
0.8,46,005
0.8,46,035
0.0,46,073
0.0,46,117
0.0,46,107
0.1,46,023
0.5,46,091
0.1,46,101
0.2,46,121
0.1,46,085
0.1,46,115
1.6,46,011
0.3,46,057
3.9,47,083
4.2,47,071
41.6,47,069
0.2,47,139
2.0,47,185
0.4,47,171
8.6,47,183
4.5,47,007
2.6,47,031
1.4,47,073
0.3,47,111
7.0,47,147
1.4,47,021
10.0,47,055
37.4,47,113
0.5,47,137
6.8,47,181
7.3,47,003
0.6,47,035
1.1,47,025
2.4,47,085
2.2,47,141
1.1,47,161
3.7,47,039
5.9,47,109
4.9,47,011
0.0,48,267
2.6,48,467
0.9,48,317
0.4,48,501
16.9,48,387
0.5,48,435
8.4,48,459
14.4,48,481
0.0,48,033
23.4,48,315
5.5,48,181
2.2,48,363
9.3,48,123
0.5,48,059
20.3,48,183
7.3,48,303
10.9,48,257
3.9,48,153
7.8,48,071
23.5,48,027
2.3,48,233
8.5,48,361
4.6,48,495
1.8,48,053
22.5,48,113
0.0,48,311
3.1,48,251
8.6,48,205
17.7,48,293
1.4,48,367
0.1,48,109
4.3,48,169
8.3,48,453
7.4,48,087
5.0,48,279
0.0,48,301
12.3,28,117
21.6,28,059
78.5,28,143
87.4,28,021
43.5,28,075
36.5,28,127
42.6,28,007
77.5,28,027
46.0,28,147
16.0,28,115
11.7,28,003
26.1,28,033
0.4,29,129
6.0,29,047
0.6,29,065
0.3,29,227
46.9,29,510
5.7,29,023
0.7,29,087
1.5,29,139
1.2,29,207
2.0,29,221
9.8,29,063
1.9,29,107
0.5,29,197
0.8,29,029
2.0,29,097
2.0,29,119
0.9,29,167
1.9,29,179
11.5,29,201
0.3,29,011
11.7,29,051
0.4,29,073
1.9,29,121
27.2,29,155
0.1,29,203
0.1,29,067
1.3,29,083
0.6,29,109
0.1,30,015
0.1,30,053
0.0,30,103
0.2,30,097
0.0,30,079
0.3,30,035
3.9,30,037
0.2,30,095
0.2,30,039
0.2,30,057
0.0,30,091
0.0,30,003
0.3,30,049
0.5,30,063
1.3,30,013
0.0,30,033
0.3,30,077
0.3,30,031
0.1,30,001
0.0,30,065
0.8,31,161
0.2,31,129
0.1,31,063
11.1,31,055
0.1,31,029
0.0,31,005
0.4,31,061
0.3,31,095
0.0,31,115
0.3,31,137
0.8,31,157
0.2,31,105
0.9,31,121
0.7,31,021
0.1,31,039
0.7,31,075
0.0,31,085
0.0,31,027
6.5,31,097
0.2,31,071
0.0,31,133
0.0,31,183
1.5,31,185
3.5,31,037
0.0,31,113
0.2,31,143
0.0,31,017
0.1,32,015
0.1,32,011
20.7,34,021
9.6,34,035
15.0,34,001
10.2,34,023
4.7,34,009
21.2,34,039
2.7,34,019
0.2,35,028
1.1,35,061
2.8,35,001
1.6,35,011
0.6,35,023
2.2,35,043
5.4,35,009
0.0,35,021
0.6,35,045
1.7,35,005
2.0,35,059
2.7,35,041
34.1,36,005
2.0,36,035
6.4,36,083
1.4,36,043
2.4,36,089
1.3,36,113
10.5,36,027
15.3,36,055
5.9,36,111
2.8,36,051
6.2,36,039
1.4,36,003
1.6,36,009
10.3,36,093
0.9,36,123
1.0,37,087
2.4,37,005
20.8,37,045
30.4,37,077
33.3,37,093
12.3,37,097
34.8,37,147
1.3,37,039
4.1,37,193
5.7,37,003
5.6,37,031
36.5,37,139
0.4,37,173
48.7,37,007
25.3,37,069
1.4,37,113
4.5,37,175
30.9,37,047
18.0,37,123
31.8,37,153
3.8,37,171
6.3,37,021
17.7,37,025
9.1,37,057
59.5,37,091
14.9,37,141
1.7,37,189
37.6,37,177
1.1,38,097
1.1,38,021
3.9,38,101
0.4,38,049
0.0,38,005
0.2,38,075
2.1,38,015
1.0,38,065
0.5,38,071
1.4,38,039
0.0,38,083
0.0,38,103
15.1,39,099
2.8,39,145
1.3,39,105
1.1,39,131
25.7,39,061
2.1,39,087
0.8,39,157
0.8,39,015
9.0,39,043
3.8,39,089
0.7,39,019
1.4,39,025
1.8,39,071
4.1,39,133
4.1,39,013
0.4,39,127
19.4,48,395
7.8,48,441
9.0,48,455
0.8,48,019
3.4,48,079
1.9,48,091
24.9,48,225
9.8,48,375
4.9,48,415
3.5,48,433
3.9,48,049
8.0,48,025
4.2,48,103
1.8,48,307
11.2,48,287
9.7,48,139
1.5,48,265
24.3,48,145
0.0,19,137
1.6,19,123
0.1,19,019
1.6,19,053
0.6,20,085
0.0,20,109
22.5,20,209
0.6,20,027
2.8,20,169
0.5,20,197
0.8,20,123
2.3,20,005
2.6,20,055
8.8,20,103
0.0,20,187
0.6,20,119
2.3,20,151
0.6,20,003
18.2,20,061
2.0,20,057
0.5,20,117
0.0,20,023
3.2,20,035
1.1,20,059
0.6,20,089
1.9,20,159
1.7,20,017
0.9,20,203
2.7,20,137
1.7,20,009
0.6,20,047
0.2,20,165
0.5,20,115
0.9,20,143
0.6,20,007
1.3,20,041
0.0,21,223
9.4,21,105
5.0,21,179
0.8,21,081
6.2,21,141
0.8,21,191
1.2,21,215
1.1,21,011
7.1,21,021
2.6,21,095
2.0,21,137
2.8,21,171
12.9,21,225
3.4,21,035
4.3,21,059
7.3,21,101
0.6,21,119
4.9,21,177
1.0,21,199
3.3,21,001
3.9,21,057
0.8,21,129
0.5,21,135
4.5,21,239
4.0,21,113
0.4,21,133
10.9,21,145
1.0,21,235
1.1,21,071
5.7,21,147
1.1,21,169
1.8,21,205
4.6,21,049
3.0,21,041
0.2,21,065
0.9,21,089
1.0,21,043
13.3,22,057
16.6,22,053
44.3,22,125
12.5,22,011
27.5,22,039
40.8,22,061
34.2,22,119
48.4,22,047
49.2,22,067
19.2,22,109
52.0,22,027
28.8,22,009
35.5,22,077
14.6,22,115
16.3,22,085
12.4,22,059
0.5,23,015
0.5,23,021
0.5,23,029
0.8,23,023
0.9,23,011
0.9,23,009
42.2,24,039
8.4,24,001
63.0,24,033
9.4,24,021
14.4,24,029
5.0,25,027
6.6,26,033
13.7,26,125
13.7,26,121
1.2,26,087
0.6,26,151
0.6,26,131
0.4,26,001
0.9,26,079
0.4,26,129
0.7,26,165
0.6,26,043
11.4,26,065
0.3,26,109
0.5,26,113
3.3,26,159
0.5,26,015
0.4,26,019
0.5,26,153
1.1,26,055
19.8,26,049
0.6,26,093
2.8,26,101
0.4,26,051
1.0,05,075
10.9,05,029
25.8,05,001
6.1,05,085
3.3,06,047
1.7,06,049
0.9,06,027
2.9,06,099
0.7,06,103
0.7,06,069
0.8,06,017
5.2,06,075
1.6,06,107
0.7,06,057
3.2,06,039
0.7,06,105
8.4,06,071
1.6,06,061
14.1,06,095
1.7,06,011
6.5,06,031
4.8,06,019
1.7,06,111
1.2,08,123
2.6,08,027
1.4,08,035
0.5,08,067
0.9,08,105
4.0,08,011
0.0,08,111
0.9,08,075
0.8,08,119
0.5,08,039
9.6,08,073
1.2,08,003
4.1,08,043
0.4,08,085
0.0,08,109
0.0,08,053
0.8,08,049
1.4,08,089
1.9,09,005
5.9,09,011
11.4,09,001
25.3,10,001
16.6,12,057
14.9,12,129
18.8,12,045
11.5,12,097
4.7,12,131
34.5,12,065
7.8,12,049
8.7,12,093
6.3,12,041
20.0,12,001
5.5,12,015
5.8,12,085
4.5,12,115
2.9,12,017
6.1,12,113
28.5,12,011
7.1,12,087
4.0,13,313
35.7,13,285
16.1,13,145
28.2,13,321
30.4,13,109
40.0,13,307
9.1,13,125
39.8,13,051
24.2,13,173
8.8,13,195
18.5,13,147
34.3,13,191
26.2,13,237
61.1,13,301
14.8,13,029
18.7,13,039
51.4,13,099
28.1,13,069
0.5,13,123
42.5,13,317
4.0,13,129
6.8,13,057
20.3,13,177
35.5,13,133
27.5,13,075
44.1,13,121
1.9,13,187
30.5,13,201
5.4,13,219
42.4,13,151
23.7,13,183
11.2,13,257
28.1,13,293
44.7,13,225
9.6,13,229
41.9,13,251
2.7,13,011
67.8,13,061
54.0,13,089
6.7,13,157
31.6,13,181
34.8,13,235
1.2,13,281
43.0,13,287
18.2,13,001
0.1,16,077
0.1,16,071
0.0,16,063
0.2,16,041
0.1,16,053
0.1,16,067
0.4,16,013
0.3,16,021
0.1,16,047
0.4,16,007
0.5,16,019
0.4,16,035
0.0,16,059
0.3,16,017
0.1,16,037
0.3,16,065
0.2,16,081
2.4,15,003
14.0,17,183
0.3,17,023
0.5,17,049
0.4,17,065
11.8,17,087
4.0,17,105
1.3,17,179
2.6,17,187
8.5,17,119
0.6,17,131
33.2,17,003
10.2,17,157
14.4,17,115
1.8,17,191
0.8,17,055
4.7,17,109
0.5,17,139
5.2,17,151
0.9,17,173
13.3,17,019
1.1,17,053
7.0,17,093
3.5,17,121
0.9,17,125
0.4,18,149
0.4,18,055
5.2,18,177
0.4,18,037
2.1,18,059
1.2,18,115
0.4,18,121
0.6,18,007
2.7,18,133
0.1,18,175
2.5,18,065
7.9,18,095
1.0,18,125
0.3,18,151
0.7,18,179
7.3,18,035
2.2,18,077
5.2,18,103
0.3,18,111
13.0,18,141
0.9,18,155
0.4,18,015
1.0,18,069
0.4,18,181
0.4,18,075
6.9,18,019
1.8,19,101
1.3,19,005
1.6,19,049
0.6,19,023
0.5,19,071
0.2,19,173
1.3,19,195
0.4,19,003
0.5,19,037
0.7,19,059
6.8,19,103
0.8,19,171
1.4,19,069
0.2,19,027
1.7,19,067
1.1,19,115
0.1,19,119
0.8,19,165
2.3,19,087
1.7,19,145
1.5,19,155
1.0,19,043
2.7,19,021
0.0,19,077
0.3,19,091
0.9,19,183
